# rust-symbols modules | 2026-03-24T06:27:26Z
# crate|module_path|file|pub_count|kinds|doc
state_processing|per_epoch_processing::weigh_justification_and_finalization|consensus/state_processing/src/per_epoch_processing/weigh_justification_and_finalization.rs|1|1fn|
state_processing|per_slot_processing|consensus/state_processing/src/per_slot_processing.rs|2|1enum,1fn|
state_processing|state_advance|consensus/state_processing/src/state_advance.rs|3|1enum,2fn|This module contains functions for advancing a `BeaconState` forward some number of slots
state_processing|upgrade|consensus/state_processing/src/upgrade.rs|7|7mod|
state_processing|upgrade::altair|consensus/state_processing/src/upgrade/altair.rs|2|2fn|
state_processing|upgrade::bellatrix|consensus/state_processing/src/upgrade/bellatrix.rs|1|1fn|
state_processing|upgrade::capella|consensus/state_processing/src/upgrade/capella.rs|1|1fn|
state_processing|upgrade::deneb|consensus/state_processing/src/upgrade/deneb.rs|1|1fn|
state_processing|upgrade::electra|consensus/state_processing/src/upgrade/electra.rs|2|2fn|
state_processing|upgrade::fulu|consensus/state_processing/src/upgrade/fulu.rs|2|2fn|
state_processing|upgrade::gloas|consensus/state_processing/src/upgrade/gloas.rs|2|2fn|
state_processing|verify_operation|consensus/state_processing/src/verify_operation.rs|9|4fn,2struct,3trait|
state_transition_vectors|exit|testing/state_transition_vectors/src/exit.rs|2|2const|
state_transition_vectors|main|testing/state_transition_vectors/src/main.rs|4|3const,1struct|
store|blob_sidecar_list_from_root|beacon_node/store/src/blob_sidecar_list_from_root.rs|4|1enum,3fn|
store|config|beacon_node/store/src/config.rs|25|14const,2enum,7fn,2struct|
store|database|beacon_node/store/src/database.rs|3|3mod|
store|database::interface|beacon_node/store/src/database/interface.rs|4|1enum,2fn,1struct|
store|database::leveldb_impl|beacon_node/store/src/database/leveldb_impl.rs|21|20fn,1struct|
store|database::redb_impl|beacon_node/store/src/database/redb_impl.rs|20|1const,18fn,1struct|
store|errors|beacon_node/store/src/errors.rs|5|1enum,1fn,1struct,1trait,1type|
store|forwards_iter|beacon_node/store/src/forwards_iter.rs|8|1enum,3fn,2struct,2type|
store|hdiff|beacon_node/store/src/hdiff.rs|43|2enum,33fn,8struct|Hierarchical diff implementation.
store|historic_state_cache|beacon_node/store/src/historic_state_cache.rs|9|7fn,2struct|
store|hot_cold_store|beacon_node/store/src/hot_cold_store.rs|150|3enum,139fn,8struct|
store|impls|beacon_node/store/src/impls.rs|1|1mod|
store|invariants|beacon_node/store/src/invariants.rs|8|1enum,5fn,2struct|Database invariant checks for the hot and cold databases.
store|iter|beacon_node/store/src/iter.rs|17|11fn,5struct,1trait|
store||beacon_node/store/src/lib.rs|31|4enum,7fn,13mod,4trait,3type|Storage functionality for Lighthouse.
store|memory_store|beacon_node/store/src/memory_store.rs|2|1fn,1struct|
store|metadata|beacon_node/store/src/metadata.rs|23|11const,6fn,6struct|
store|metrics|beacon_node/store/src/metrics.rs|3|2const,1fn|
store|reconstruct|beacon_node/store/src/reconstruct.rs|1|1fn|Implementation of historic state reconstruction (given complete block history).
store|state_cache|beacon_node/store/src/state_cache.rs|29|1enum,23fn,5struct|
swap_or_not_shuffle|compute_shuffled_index|consensus/swap_or_not_shuffle/src/compute_shuffled_index.rs|1|1fn|
swap_or_not_shuffle|shuffle_list|consensus/swap_or_not_shuffle/src/shuffle_list.rs|1|1fn|
system_health||common/system_health/src/lib.rs|8|4fn,4struct|
task_executor||common/task_executor/src/lib.rs|19|2enum,15fn,1mod,1struct|
task_executor|rayon_pool_provider|common/task_executor/src/rayon_pool_provider.rs|3|1enum,1fn,1struct|
task_executor|test_utils|common/task_executor/src/test_utils.rs|1|1struct|
test_random_derive||common/test_random_derive/src/lib.rs|1|1fn|
timer||beacon_node/timer/src/lib.rs|1|1fn|A timer service for the beacon node.
tracing_samplers||common/tracing_samplers/src/lib.rs|2|1fn,1struct|OpenTelemetry samplers for filtering traces.
types|attestation::aggregate_and_proof|consensus/types/src/attestation/aggregate_and_proof.rs|6|5fn,1struct|
types|attestation::attestation|consensus/types/src/attestation/attestation.rs|36|3enum,31fn,2struct|
types|attestation::attestation_data|consensus/types/src/attestation/attestation_data.rs|1|1struct|
types|attestation::attestation_duty|consensus/types/src/attestation/attestation_duty.rs|1|1struct|
types|attestation::beacon_committee|consensus/types/src/attestation/beacon_committee.rs|3|1fn,2struct|
types|attestation::checkpoint|consensus/types/src/attestation/checkpoint.rs|1|1struct|
types|attestation::indexed_attestation|consensus/types/src/attestation/indexed_attestation.rs|17|16fn,1struct|
types|attestation::indexed_payload_attestation|consensus/types/src/attestation/indexed_payload_attestation.rs|2|1fn,1struct|
types|attestation|consensus/types/src/attestation/mod.rs|1|1type|
types|attestation::participation_flags|consensus/types/src/attestation/participation_flags.rs|4|3fn,1struct|
types|attestation::payload_attestation|consensus/types/src/attestation/payload_attestation.rs|1|1struct|
types|attestation::payload_attestation_data|consensus/types/src/attestation/payload_attestation_data.rs|1|1struct|
types|attestation::payload_attestation_message|consensus/types/src/attestation/payload_attestation_message.rs|1|1struct|
types|attestation::pending_attestation|consensus/types/src/attestation/pending_attestation.rs|1|1struct|
types|attestation::ptc|consensus/types/src/attestation/ptc.rs|1|1struct|
types|attestation::selection_proof|consensus/types/src/attestation/selection_proof.rs|6|5fn,1struct|
types|attestation::shuffling_id|consensus/types/src/attestation/shuffling_id.rs|3|2fn,1struct|
types|attestation::signed_aggregate_and_proof|consensus/types/src/attestation/signed_aggregate_and_proof.rs|5|4fn,1struct|
types|attestation::subnet_id|consensus/types/src/attestation/subnet_id.rs|7|6fn,1struct|Identifies each shard by an integer identifier.
types|block::beacon_block|consensus/types/src/block/beacon_block.rs|28|1enum,24fn,1struct,1trait,1type|
types|block::beacon_block_body|consensus/types/src/block/beacon_block_body.rs|26|2const,23fn,1struct|
types|block::beacon_block_header|consensus/types/src/block/beacon_block_header.rs|4|3fn,1struct|
types|block::signed_beacon_block|consensus/types/src/block/signed_beacon_block.rs|33|28fn,2mod,2struct,1type|
types|block::signed_beacon_block_header|consensus/types/src/block/signed_beacon_block_header.rs|2|1fn,1struct|
types|builder::builder|consensus/types/src/builder/builder.rs|3|1fn,1struct,1type|
types|builder::builder_bid|consensus/types/src/builder/builder_bid.rs|6|4fn,2struct|
types|builder::builder_pending_payment|consensus/types/src/builder/builder_pending_payment.rs|1|1struct|
types|builder::builder_pending_withdrawal|consensus/types/src/builder/builder_pending_withdrawal.rs|1|1struct|
types|builder::proposer_preferences|consensus/types/src/builder/proposer_preferences.rs|3|1fn,2struct|
types|consolidation::consolidation_request|consensus/types/src/consolidation/consolidation_request.rs|2|1fn,1struct|
types|consolidation::pending_consolidation|consensus/types/src/consolidation/pending_consolidation.rs|1|1struct|
types|core::application_domain|consensus/types/src/core/application_domain.rs|3|1const,1enum,1fn|
types|core::chain_spec|consensus/types/src/core/chain_spec.rs|74|1enum,69fn,4struct|
types|core::config_and_preset|consensus/types/src/core/config_and_preset.rs|3|2fn,1struct|
types|core::consts|consensus/types/src/core/consts.rs|4|4mod|
types|core::enr_fork_id|consensus/types/src/core/enr_fork_id.rs|1|1struct|
types|core::eth_spec|consensus/types/src/core/eth_spec.rs|6|1const,1enum,3struct,1trait|
types|core::execution_block_hash|consensus/types/src/core/execution_block_hash.rs|5|4fn,1struct|
types|core::graffiti|consensus/types/src/core/graffiti.rs|6|1const,2fn,1mod,2struct|
types|core|consensus/types/src/core/mod.rs|7|1mod,6type|
types|core::non_zero_usize|consensus/types/src/core/non_zero_usize.rs|1|1fn|
types|core::preset|consensus/types/src/core/preset.rs|16|8fn,8struct|
types|core::relative_epoch|consensus/types/src/core/relative_epoch.rs|5|2enum,3fn|
types|core::signing_data|consensus/types/src/core/signing_data.rs|2|1struct,1trait|
types|core::slot_data|consensus/types/src/core/slot_data.rs|1|1trait|
types|core::slot_epoch|consensus/types/src/core/slot_epoch.rs|14|11fn,3struct|The `Slot` and `Epoch` types are defined as new types over u64 to enforce type-safety between
types|data::blob_sidecar|consensus/types/src/data/blob_sidecar.rs|19|1enum,13fn,2struct,3type|
types|data::data_column_custody_group|consensus/types/src/data/data_column_custody_group.rs|7|1enum,5fn,1type|
types|data::data_column_sidecar|consensus/types/src/data/data_column_sidecar.rs|20|1enum,13fn,2struct,4type|
types|data::data_column_subnet_id|consensus/types/src/data/data_column_subnet_id.rs|4|3fn,1struct|Identifies each data column subnet by an integer identifier.
types|data|consensus/types/src/data/mod.rs|1|1type|
types|deposit::deposit|consensus/types/src/deposit/deposit.rs|2|1const,1struct|
types|deposit::deposit_data|consensus/types/src/deposit/deposit_data.rs|3|2fn,1struct|
types|deposit::deposit_message|consensus/types/src/deposit/deposit_message.rs|1|1struct|
types|deposit::deposit_request|consensus/types/src/deposit/deposit_request.rs|2|1fn,1struct|
types|deposit::deposit_tree_snapshot|consensus/types/src/deposit/deposit_tree_snapshot.rs|4|2fn,2struct|
types|deposit::pending_deposit|consensus/types/src/deposit/pending_deposit.rs|1|1struct|
types|execution::bls_to_execution_change|consensus/types/src/execution/bls_to_execution_change.rs|2|1fn,1struct|
types|execution::eth1_data|consensus/types/src/execution/eth1_data.rs|1|1struct|
types|execution::execution_block_header|consensus/types/src/execution/execution_block_header.rs|3|1fn,2struct|
types|execution::execution_payload|consensus/types/src/execution/execution_payload.rs|6|3fn,1struct,2type|
types|execution::execution_payload_bid|consensus/types/src/execution/execution_payload_bid.rs|1|1struct|
types|execution::execution_payload_envelope|consensus/types/src/execution/execution_payload_envelope.rs|1|1struct|
types|execution::execution_payload_header|consensus/types/src/execution/execution_payload_header.rs|11|10fn,1struct|
types|execution::execution_requests|consensus/types/src/execution/execution_requests.rs|9|1enum,4fn,1struct,3type|
types|execution::payload|consensus/types/src/execution/payload.rs|11|2enum,3fn,2struct,4trait|
types|execution::signed_bls_to_execution_change|consensus/types/src/execution/signed_bls_to_execution_change.rs|1|1struct|
types|execution::signed_execution_payload_bid|consensus/types/src/execution/signed_execution_payload_bid.rs|2|1fn,1struct|
types|execution::signed_execution_payload_envelope|consensus/types/src/execution/signed_execution_payload_envelope.rs|7|6fn,1struct|
types|execution::state_payload_status|consensus/types/src/execution/state_payload_status.rs|1|1enum|
types|exit::signed_voluntary_exit|consensus/types/src/exit/signed_voluntary_exit.rs|1|1struct|
types|exit::voluntary_exit|consensus/types/src/exit/voluntary_exit.rs|3|2fn,1struct|
types|fork::fork|consensus/types/src/fork/fork.rs|2|1fn,1struct|
types|fork::fork_context|consensus/types/src/fork/fork_context.rs|14|12fn,2struct|
types|fork::fork_data|consensus/types/src/fork/fork_data.rs|1|1struct|
types|fork::fork_name|consensus/types/src/fork/fork_name.rs|17|1enum,15fn,1struct|
types|fork::fork_version_decode|consensus/types/src/fork/fork_version_decode.rs|1|1trait|
types|fork|consensus/types/src/fork/mod.rs|1|1type|
types|kzg_ext|consensus/types/src/kzg_ext/mod.rs|4|1fn,1mod,2type|
types||consensus/types/src/lib.rs|19|19mod|Ethereum Consensus types
types|light_client::consts|consensus/types/src/light_client/consts.rs|15|15const|
types|light_client::error|consensus/types/src/light_client/error.rs|1|1enum|
types|light_client::light_client_bootstrap|consensus/types/src/light_client/light_client_bootstrap.rs|7|6fn,1struct|
types|light_client::light_client_finality_update|consensus/types/src/light_client/light_client_finality_update.rs|9|8fn,1struct|
types|light_client::light_client_header|consensus/types/src/light_client/light_client_header.rs|10|9fn,1struct|
types|light_client::light_client_optimistic_update|consensus/types/src/light_client/light_client_optimistic_update.rs|9|8fn,1struct|
types|light_client::light_client_update|consensus/types/src/light_client/light_client_update.rs|18|10fn,1struct,7type|
types|light_client|consensus/types/src/light_client/mod.rs|1|1mod|
types|slashing::attester_slashing|consensus/types/src/slashing/attester_slashing.rs|8|2enum,5fn,1struct|
types|slashing::proposer_slashing|consensus/types/src/slashing/proposer_slashing.rs|2|1fn,1struct|
types|state::activation_queue|consensus/types/src/state/activation_queue.rs|3|2fn,1struct|
types|state::balance|consensus/types/src/state/balance.rs|5|4fn,1struct|
types|state::beacon_state|consensus/types/src/state/beacon_state.rs|137|2const,1enum,130fn,2struct,2type|
types|state::committee_cache|consensus/types/src/state/committee_cache.rs|16|15fn,1struct|
types|state::epoch_cache|consensus/types/src/state/epoch_cache.rs|8|1enum,5fn,2struct|
types|state::exit_cache|consensus/types/src/state/exit_cache.rs|6|5fn,1struct|
types|state::historical_batch|consensus/types/src/state/historical_batch.rs|1|1struct|
types|state::historical_summary|consensus/types/src/state/historical_summary.rs|2|1fn,1struct|
types|state::iter|consensus/types/src/state/iter.rs|2|1fn,1struct|
types|state::progressive_balances_cache|consensus/types/src/state/progressive_balances_cache.rs|24|22fn,2struct|
types|state::pubkey_cache|consensus/types/src/state/pubkey_cache.rs|4|3fn,1struct|
types|state::slashings_cache|consensus/types/src/state/slashings_cache.rs|7|6fn,1struct|
types|sync_committee::contribution_and_proof|consensus/types/src/sync_committee/contribution_and_proof.rs|2|1fn,1struct|
types|sync_committee::signed_contribution_and_proof|consensus/types/src/sync_committee/signed_contribution_and_proof.rs|2|1fn,1struct|
types|sync_committee::sync_aggregate|consensus/types/src/sync_committee/sync_aggregate.rs|6|1enum,4fn,1struct|
types|sync_committee::sync_aggregator_selection_data|consensus/types/src/sync_committee/sync_aggregator_selection_data.rs|1|1struct|
types|sync_committee::sync_committee|consensus/types/src/sync_committee/sync_committee.rs|6|1enum,4fn,1struct|
types|sync_committee::sync_committee_contribution|consensus/types/src/sync_committee/sync_committee_contribution.rs|6|1enum,3fn,2struct|
types|sync_committee::sync_committee_message|consensus/types/src/sync_committee/sync_committee_message.rs|2|1fn,1struct|
types|sync_committee::sync_committee_subscription|consensus/types/src/sync_committee/sync_committee_subscription.rs|1|1struct|
types|sync_committee::sync_duty|consensus/types/src/sync_committee/sync_duty.rs|4|3fn,1struct|
types|sync_committee::sync_selection_proof|consensus/types/src/sync_committee/sync_selection_proof.rs|6|5fn,1struct|
types|sync_committee::sync_subnet_id|consensus/types/src/sync_committee/sync_subnet_id.rs|4|3fn,1struct|Identifies each sync committee subnet by an integer identifier.
types|test_utils::generate_deterministic_keypairs|consensus/types/src/test_utils/generate_deterministic_keypairs.rs|3|3fn|
types|test_utils::generate_random_block_and_blobs|consensus/types/src/test_utils/generate_random_block_and_blobs.rs|2|2fn|
types|test_utils|consensus/types/src/test_utils/mod.rs|2|2fn|
types|test_utils::test_random::test_random|consensus/types/src/test_utils/test_random/test_random.rs|2|1fn,1trait|
types|validator::proposer_preparation_data|consensus/types/src/validator/proposer_preparation_data.rs|1|1struct|
types|validator::validator|consensus/types/src/validator/validator.rs|21|20fn,1struct|
types|validator::validator_registration_data|consensus/types/src/validator/validator_registration_data.rs|3|1fn,2struct|
types|validator::validator_subscription|consensus/types/src/validator/validator_subscription.rs|1|1struct|
types|withdrawal::expected_withdrawals|consensus/types/src/withdrawal/expected_withdrawals.rs|1|1struct|
types|withdrawal::pending_partial_withdrawal|consensus/types/src/withdrawal/pending_partial_withdrawal.rs|1|1struct|
types|withdrawal::withdrawal|consensus/types/src/withdrawal/withdrawal.rs|2|1struct,1type|
types|withdrawal::withdrawal_credentials|consensus/types/src/withdrawal/withdrawal_credentials.rs|3|2fn,1struct|
types|withdrawal::withdrawal_request|consensus/types/src/withdrawal/withdrawal_request.rs|2|1fn,1struct|
validator_client|check_synced|validator_client/src/check_synced.rs|1|1fn|
validator_client|cli|validator_client/src/cli.rs|1|1struct|
validator_client|config|validator_client/src/config.rs|3|1const,1fn,1struct|
validator_client||validator_client/src/lib.rs|9|2const,4fn,2mod,1struct|
validator_dir|builder|common/validator_dir/src/builder.rs|19|4const,1enum,13fn,1struct|
validator_dir|insecure_keys|common/validator_dir/src/insecure_keys.rs|4|1const,3fn|These features exist to allow for generating deterministic, well-known, unsafe keys for use in
validator_dir||common/validator_dir/src/lib.rs|1|1mod|Provides:
validator_dir|validator_dir|common/validator_dir/src/validator_dir.rs|14|1const,1enum,10fn,2struct|
validator_http_api|api_secret|validator_client/http_api/src/api_secret.rs|7|2const,4fn,1struct|
validator_http_api|create_signed_voluntary_exit|validator_client/http_api/src/create_signed_voluntary_exit.rs|1|1fn|
validator_http_api|create_validator|validator_client/http_api/src/create_validator.rs|3|3fn|
validator_http_api|graffiti|validator_client/http_api/src/graffiti.rs|3|3fn|
validator_http_api|keystores|validator_client/http_api/src/keystores.rs|4|4fn|Implementation of the standard keystore management API.
validator_http_api||validator_client/http_api/src/lib.rs|5|1enum,1fn,1mod,2struct|
validator_http_api|remotekeys|validator_client/http_api/src/remotekeys.rs|3|3fn|Implementation of the standard remotekey management API.
validator_http_api|test_utils|validator_client/http_api/src/test_utils.rs|31|2const,25fn,4struct|
validator_http_api|tests|validator_client/http_api/src/tests.rs|35|1const,34fn|
validator_http_metrics||validator_client/http_metrics/src/lib.rs|6|1enum,2fn,3struct|This crate provides a HTTP server that is solely dedicated to serving the `/metrics` endpoint.
validator_manager|common|validator_manager/src/common.rs|10|2const,1enum,4fn,3struct|
validator_manager|create_validators|validator_manager/src/create_validators.rs|21|17const,2fn,1mod,1struct|
validator_manager|delete_validators|validator_manager/src/delete_validators.rs|8|4const,1enum,2fn,1struct|
validator_manager|exit_validators|validator_manager/src/exit_validators.rs|11|7const,3fn,1struct|
validator_manager|import_validators|validator_manager/src/import_validators.rs|17|13const,2fn,1mod,1struct|
validator_manager||validator_manager/src/lib.rs|12|1const,1enum,3fn,7mod|
validator_manager|list_validators|validator_manager/src/list_validators.rs|8|5const,2fn,1struct|
validator_manager|move_validators|validator_manager/src/move_validators.rs|18|13const,2enum,2fn,1struct|
validator_metrics||validator_client/validator_metrics/src/lib.rs|32|32const|
validator_services|attestation_service|validator_client/validator_services/src/attestation_service.rs|14|11fn,3struct|
validator_services|block_service|validator_client/validator_services/src/block_service.rs|20|1enum,14fn,5struct|
validator_services|duties_service|validator_client/validator_services/src/duties_service.rs|26|1enum,20fn,5struct|The `DutiesService` contains the attester/proposer duties for all local validators.
validator_services|latency_service|validator_client/validator_services/src/latency_service.rs|3|2const,1fn|
validator_services||validator_client/validator_services/src/lib.rs|8|8mod|
validator_services|notifier_service|validator_client/validator_services/src/notifier_service.rs|2|2fn|
validator_services|preparation_service|validator_client/validator_services/src/preparation_service.rs|15|11fn,4struct|
validator_services|sync|validator_client/validator_services/src/sync.rs|11|6fn,5struct|
validator_services|sync_committee_service|validator_client/validator_services/src/sync_committee_service.rs|5|1const,2fn,2struct|
validator_test_rig||testing/validator_test_rig/src/lib.rs|1|1mod|
validator_test_rig|mock_beacon_node|testing/validator_test_rig/src/mock_beacon_node.rs|8|7fn,1struct|
warp_utils|cors|common/warp_utils/src/cors.rs|1|1fn|
warp_utils|json|common/warp_utils/src/json.rs|2|2fn|
warp_utils||common/warp_utils/src/lib.rs|7|7mod|This crate contains functions that are common across multiple `warp` HTTP servers in the
warp_utils|query|common/warp_utils/src/query.rs|1|1fn|
warp_utils|reject|common/warp_utils/src/reject.rs|30|16fn,14struct|
warp_utils|status_code|common/warp_utils/src/status_code.rs|1|1fn|
warp_utils|task|common/warp_utils/src/task.rs|3|3fn|
warp_utils|uor|common/warp_utils/src/uor.rs|1|1trait|
web3signer_tests|get_web3signer|testing/web3signer_tests/src/get_web3signer.rs|1|1fn|This build script downloads the latest Web3Signer release and places it in the `OUT_DIR` so it
workspace_members||common/workspace_members/src/lib.rs|1|1fn|
